"Sm_Messstelle","Sm_DatumZeit","Sm_schnee"
184,2013-01-12,220
184,2013-01-13,233
184,2013-01-14,238
184,2013-01-15,249
184,2013-01-16,256
184,2013-01-17,266
184,2013-01-18,275
184,2013-01-19,293
184,2013-01-20,304
184,2013-01-21,315
184,2013-01-22,315
184,2013-01-23,312
184,2013-01-24,315
184,2013-01-25,306
184,2013-01-26,311
184,2013-01-27,308
184,2013-01-28,310
184,2013-01-29,315
184,2013-01-30,315
184,2013-01-31,311
184,2013-02-01,294
184,2013-02-02,289
184,2013-02-03,270
184,2013-02-04,260
184,2013-02-05,247
184,2013-02-06,236
184,2013-02-07,223
184,2013-02-08,207
184,2013-02-09,195
184,2013-02-10,182
184,2013-02-11,167
184,2013-02-12,159
184,2013-02-13,146
184,2013-02-14,132
184,2013-02-15,115
184,2013-02-16,103
184,2013-02-17,116
184,2013-02-18,137
184,2013-02-19,158
184,2013-02-20,175
184,2013-02-21,191
184,2013-02-22,213
184,2013-02-23,202
184,2013-02-24,202
184,2013-02-25,203
184,2013-02-26,202
184,2013-02-27,203
184,2013-02-28,201
184,2013-03-01,200
184,2013-03-02,176
184,2013-03-03,171
184,2013-03-04,158
184,2013-03-05,155
184,2013-03-06,142
184,2013-03-07,127
184,2013-03-08,121
184,2013-03-09,107
184,2013-03-10,101
184,2013-03-11,82
184,2013-03-12,78
184,2013-03-13,77
184,2013-03-14,75
184,2013-03-15,69
184,2013-03-16,66
184,2013-03-17,56
184,2013-03-18,57
184,2013-03-19,49
184,2013-03-20,52
184,2013-03-21,43
184,2013-03-22,54
184,2013-03-23,64
184,2013-03-24,83
184,2013-03-25,89
184,2013-03-26,102
184,2013-03-27,118
184,2013-03-28,128
184,2013-03-29,143
184,2013-03-30,152
184,2013-03-31,161
184,2013-04-01,173
184,2013-04-02,186
184,2013-04-03,175
184,2013-04-04,155
184,2013-04-05,143
184,2013-04-06,128
184,2013-04-07,105
184,2013-04-08,95
184,2013-04-09,79
184,2013-04-10,56
184,2013-04-11,42
184,2013-04-12,30
184,2013-04-13,12
184,2013-04-14,0
184,2013-04-15,0
184,2013-04-16,0
184,2013-04-17,0
184,2013-04-18,0
184,2013-04-19,0
184,2013-04-20,0
184,2013-04-21,0
185,2012-12-01,11
185,2012-12-02,8
185,2012-12-03,6
185,2012-12-04,7
185,2012-12-05,21
185,2012-12-06,19
185,2012-12-07,17
185,2012-12-08,14
185,2012-12-09,10
185,2012-12-10,14
185,2012-12-11,30
185,2012-12-12,33
185,2012-12-13,34
185,2012-12-14,36
185,2012-12-15,46
185,2012-12-16,39
185,2012-12-17,44
185,2012-12-18,38
185,2012-12-19,46
185,2012-12-20,38
185,2012-12-21,43
185,2012-12-22,52
185,2012-12-23,58
185,2012-12-24,75
185,2012-12-25,82
185,2012-12-26,102
185,2012-12-27,122
185,2012-12-28,119
185,2012-12-29,114
185,2012-12-30,119
185,2012-12-31,123
185,2013-01-01,115
185,2013-01-02,131
185,2013-01-03,136
185,2013-01-04,152
185,2013-01-05,162
185,2013-01-06,171
185,2013-01-07,177
185,2013-01-08,186
185,2013-01-09,202
185,2013-01-10,213
185,2013-01-11,221
185,2013-01-12,234
185,2013-01-13,239
185,2013-01-14,253
185,2013-01-15,263
185,2013-01-16,271
185,2013-01-17,278
185,2013-01-18,287
185,2013-01-19,298
185,2013-01-20,313
185,2013-01-21,321
185,2013-01-22,316
185,2013-01-23,321
185,2013-01-24,317
185,2013-01-25,320
185,2013-01-26,315
185,2013-01-27,316
185,2013-01-28,314
185,2013-01-29,318
185,2013-01-30,319
185,2013-01-31,315
185,2013-02-01,311
185,2013-02-02,296
185,2013-02-03,279
185,2013-02-04,268
185,2013-02-05,251
185,2013-02-06,240
185,2013-02-07,232
185,2013-02-08,212
185,2013-02-09,204
185,2013-02-10,193
185,2013-02-11,175
185,2013-02-12,162
185,2013-02-13,148
185,2013-02-14,140
185,2013-02-15,120
185,2013-02-16,113
185,2013-02-17,127
185,2013-02-18,145
185,2013-02-19,163
185,2013-02-20,182
185,2013-02-21,202
185,2013-02-22,216
185,2013-02-23,215
185,2013-02-24,213
185,2013-02-25,213
185,2013-02-26,211
185,2013-02-27,212
185,2013-02-28,214
185,2013-03-01,210
185,2013-03-02,185
185,2013-03-03,180
185,2013-03-04,172
185,2013-03-05,160
185,2013-03-06,146
185,2013-03-07,139
185,2013-03-08,126
185,2013-03-09,118
185,2013-03-10,104
185,2013-03-11,93
185,2013-03-12,87
185,2013-03-13,89
185,2013-03-14,85
185,2013-03-15,78
185,2013-03-16,70
185,2013-03-17,67
185,2013-03-18,65
185,2013-03-19,63
185,2013-03-20,59
185,2013-03-21,50
185,2013-03-22,67
185,2013-03-23,78
185,2013-03-24,93
185,2013-03-25,97
185,2013-03-26,114
185,2013-03-27,122
185,2013-03-28,136
185,2013-03-29,145
185,2013-03-30,161
185,2013-03-31,168
185,2013-04-01,185
185,2013-04-02,202
185,2013-04-03,182
185,2013-04-04,166
185,2013-04-05,153
185,2013-04-06,132
185,2013-04-07,118
185,2013-04-08,102
185,2013-04-09,86
185,2013-04-10,68
185,2013-04-11,53
185,2013-04-12,39
185,2013-04-13,23
185,2013-04-14,4
185,2013-04-15,0
185,2013-04-16,0
185,2013-04-17,3
185,2013-04-18,3
185,2013-04-19,0
185,2013-04-20,2
185,2013-04-21,0
186,2012-12-01,19
186,2012-12-02,18
186,2012-12-03,19
186,2012-12-04,16
186,2012-12-05,25
186,2012-12-06,29
186,2012-12-07,23
186,2012-12-08,28
186,2012-12-09,15
186,2012-12-10,22
186,2012-12-11,36
186,2012-12-12,41
186,2012-12-13,39
186,2012-12-14,45
186,2012-12-15,50
186,2012-12-16,48
186,2012-12-17,48
186,2012-12-18,45
186,2012-12-19,49
186,2012-12-20,46
186,2012-12-21,44
186,2012-12-22,62
186,2012-12-23,67
186,2012-12-24,82
186,2012-12-25,95
186,2012-12-26,99
186,2012-12-27,122
186,2012-12-28,121
186,2012-12-29,122
186,2012-12-30,123
186,2012-12-31,127
186,2013-01-01,123
186,2013-01-02,139
186,2013-01-03,149
186,2013-01-04,159
186,2013-01-05,160
186,2013-01-06,174
186,2013-01-07,187
186,2013-01-08,192
186,2013-01-09,206
186,2013-01-10,212
186,2013-01-11,221
186,2013-01-12,233
186,2013-01-13,245
186,2013-01-14,256
186,2013-01-15,265
186,2013-01-16,276
186,2013-01-17,280
186,2013-01-18,291
186,2013-01-19,300
186,2013-01-20,315
186,2013-01-21,324
186,2013-01-22,328
186,2013-01-23,326
186,2013-01-24,322
186,2013-01-25,329
186,2013-01-26,325
186,2013-01-27,329
186,2013-01-28,321
186,2013-01-29,325
186,2013-01-30,323
186,2013-01-31,323
186,2013-02-01,316
186,2013-02-02,297
186,2013-02-03,290
186,2013-02-04,274
186,2013-02-05,261
186,2013-02-06,242
186,2013-02-07,233
186,2013-02-08,219
186,2013-02-09,210
186,2013-02-10,194
186,2013-02-11,177
186,2013-02-12,170
186,2013-02-13,157
186,2013-02-14,141
186,2013-02-15,133
186,2013-02-16,119
186,2013-02-17,132
186,2013-02-18,150
186,2013-02-19,168
186,2013-02-20,193
186,2013-02-21,210
186,2013-02-22,222
186,2013-02-23,216
186,2013-02-24,213
186,2013-02-25,213
186,2013-02-26,214
186,2013-02-27,214
186,2013-02-28,216
186,2013-03-01,221
186,2013-03-02,197
186,2013-03-03,181
186,2013-03-04,172
186,2013-03-05,165
186,2013-03-06,151
186,2013-03-07,143
186,2013-03-08,133
186,2013-03-09,127
186,2013-03-10,110
186,2013-03-11,97
186,2013-03-12,95
186,2013-03-13,94
186,2013-03-14,88
186,2013-03-15,78
186,2013-03-16,83
186,2013-03-17,72
186,2013-03-18,72
186,2013-03-19,65
186,2013-03-20,62
186,2013-03-21,63
186,2013-03-22,71
186,2013-03-23,83
186,2013-03-24,95
186,2013-03-25,106
186,2013-03-26,118
186,2013-03-27,135
186,2013-03-28,139
186,2013-03-29,157
186,2013-03-30,166
186,2013-03-31,178
186,2013-04-01,194
186,2013-04-02,201
186,2013-04-03,186
186,2013-04-04,174
186,2013-04-05,150
186,2013-04-06,142
186,2013-04-07,119
186,2013-04-08,108
186,2013-04-09,90
186,2013-04-10,70
186,2013-04-11,62
186,2013-04-12,39
186,2013-04-13,22
186,2013-04-14,14
186,2013-04-15,3
186,2013-04-16,7
186,2013-04-17,2
186,2013-04-18,8
186,2013-04-19,3
186,2013-04-20,1
186,2013-04-21,3
187,2012-12-01,0
187,2012-12-02,0
187,2012-12-03,0
187,2012-12-04,0
187,2012-12-05,0
187,2012-12-06,3
187,2012-12-07,0
187,2012-12-08,0
187,2012-12-09,0
187,2012-12-10,0
187,2012-12-11,12
187,2012-12-12,10
187,2012-12-13,6
187,2012-12-14,13
187,2012-12-15,18
187,2012-12-16,21
187,2012-12-17,16
187,2012-12-18,18
187,2012-12-19,20
187,2012-12-20,18
187,2012-12-21,16
187,2012-12-22,29
187,2012-12-23,41
187,2012-12-24,50
187,2012-12-25,61
187,2012-12-26,79
187,2012-12-27,100
187,2012-12-28,93
187,2012-12-29,94
187,2012-12-30,93
187,2012-12-31,96
187,2013-01-01,97
187,2013-01-02,109
187,2013-01-03,120
187,2013-01-04,132
187,2013-01-05,136
187,2013-01-06,147
187,2013-01-07,162
187,2013-01-08,171
187,2013-01-09,175
187,2013-01-10,187
187,2013-01-11,195
187,2013-01-12,205
187,2013-01-13,221
187,2013-01-14,232
187,2013-01-15,241
187,2013-01-16,249
187,2013-01-17,261
187,2013-01-18,270
187,2013-01-19,273
187,2013-01-20,287
187,2013-01-21,296
187,2013-01-22,294
187,2013-01-23,297
187,2013-01-24,300
187,2013-01-25,295
187,2013-01-26,300
187,2013-01-27,302
187,2013-01-28,298
187,2013-01-29,300
187,2013-01-30,293
187,2013-01-31,295
187,2013-02-01,289
187,2013-02-02,274
187,2013-02-03,256
187,2013-02-04,241
187,2013-02-05,228
187,2013-02-06,218
187,2013-02-07,207
187,2013-02-08,193
187,2013-02-09,178
187,2013-02-10,164
187,2013-02-11,151
187,2013-02-12,138
187,2013-02-13,124
187,2013-02-14,113
187,2013-02-15,105
187,2013-02-16,94
187,2013-02-17,112
187,2013-02-18,126
187,2013-02-19,148
187,2013-02-20,159
187,2013-02-21,183
187,2013-02-22,202
187,2013-02-23,190
187,2013-02-24,190
187,2013-02-25,191
187,2013-02-26,190
187,2013-02-27,186
187,2013-02-28,186
187,2013-03-01,190
187,2013-03-02,171
187,2013-03-03,155
187,2013-03-04,151
187,2013-03-05,141
187,2013-03-06,132
187,2013-03-07,113
187,2013-03-08,112
187,2013-03-09,97
187,2013-03-10,89
187,2013-03-11,77
187,2013-03-12,72
187,2013-03-13,66
187,2013-03-14,57
187,2013-03-15,57
187,2013-03-16,53
187,2013-03-17,46
187,2013-03-18,41
187,2013-03-19,37
187,2013-03-20,32
187,2013-03-21,28
187,2013-03-22,47
187,2013-03-23,60
187,2013-03-24,64
187,2013-03-25,78
187,2013-03-26,92
187,2013-03-27,101
187,2013-03-28,111
187,2013-03-29,128
187,2013-03-30,135
187,2013-03-31,153
187,2013-04-01,163
187,2013-04-02,176
187,2013-04-03,160
187,2013-04-04,144
187,2013-04-05,126
187,2013-04-06,109
187,2013-04-07,92
187,2013-04-08,77
187,2013-04-09,65
187,2013-04-10,50
187,2013-04-11,33
187,2013-04-12,17
187,2013-04-13,0
187,2013-04-14,0
187,2013-04-15,0
187,2013-04-16,0
187,2013-04-17,0
187,2013-04-18,0
187,2013-04-19,0
187,2013-04-20,0
187,2013-04-21,0
188,2012-12-01,21
188,2012-12-02,23
188,2012-12-03,19
188,2012-12-04,28
188,2012-12-05,35
188,2012-12-06,35
188,2012-12-07,39
188,2012-12-08,32
188,2012-12-09,26
188,2012-12-10,26
188,2012-12-11,45
188,2012-12-12,41
188,2012-12-13,48
188,2012-12-14,50
188,2012-12-15,57
188,2012-12-16,54
188,2012-12-17,51
188,2012-12-18,51
188,2012-12-19,53
188,2012-12-20,53
188,2012-12-21,53
188,2012-12-22,70
188,2012-12-23,69
188,2012-12-24,94
188,2012-12-25,105
188,2012-12-26,109
188,2012-12-27,133
188,2012-12-28,136
188,2012-12-29,135
188,2012-12-30,131
188,2012-12-31,133
188,2013-01-01,132
188,2013-01-02,141
188,2013-01-03,151
188,2013-01-04,163
188,2013-01-05,175
188,2013-01-06,186
188,2013-01-07,191
188,2013-01-08,203
188,2013-01-09,215
188,2013-01-10,223
188,2013-01-11,235
188,2013-01-12,246
188,2013-01-13,248
188,2013-01-14,267
188,2013-01-15,276
188,2013-01-16,283
188,2013-01-17,295
188,2013-01-18,303
188,2013-01-19,317
188,2013-01-20,322
188,2013-01-21,329
188,2013-01-22,337
188,2013-01-23,331
188,2013-01-24,333
188,2013-01-25,334
188,2013-01-26,335
188,2013-01-27,328
188,2013-01-28,332
188,2013-01-29,337
188,2013-01-30,338
188,2013-01-31,330
188,2013-02-01,323
188,2013-02-02,311
188,2013-02-03,294
188,2013-02-04,279
188,2013-02-05,270
188,2013-02-06,257
188,2013-02-07,245
188,2013-02-08,227
188,2013-02-09,219
188,2013-02-10,202
188,2013-02-11,193
188,2013-02-12,179
188,2013-02-13,159
188,2013-02-14,153
188,2013-02-15,139
188,2013-02-16,121
188,2013-02-17,146
188,2013-02-18,165
188,2013-02-19,178
188,2013-02-20,195
188,2013-02-21,218
188,2013-02-22,229
188,2013-02-23,229
188,2013-02-24,228
188,2013-02-25,223
188,2013-02-26,220
188,2013-02-27,226
188,2013-02-28,226
188,2013-03-01,224
188,2013-03-02,199
188,2013-03-03,197
188,2013-03-04,181
188,2013-03-05,168
188,2013-03-06,159
188,2013-03-07,155
188,2013-03-08,143
188,2013-03-09,137
188,2013-03-10,119
188,2013-03-11,111
188,2013-03-12,107
188,2013-03-13,98
188,2013-03-14,90
188,2013-03-15,88
188,2013-03-16,87
188,2013-03-17,83
188,2013-03-18,75
188,2013-03-19,72
188,2013-03-20,74
188,2013-03-21,65
188,2013-03-22,81
188,2013-03-23,95
188,2013-03-24,100
188,2013-03-25,118
188,2013-03-26,128
188,2013-03-27,143
188,2013-03-28,152
188,2013-03-29,163
188,2013-03-30,178
188,2013-03-31,190
188,2013-04-01,202
188,2013-04-02,212
188,2013-04-03,197
188,2013-04-04,174
188,2013-04-05,167
188,2013-04-06,150
188,2013-04-07,132
188,2013-04-08,119
188,2013-04-09,101
188,2013-04-10,81
188,2013-04-11,71
188,2013-04-12,55
188,2013-04-13,35
188,2013-04-14,17
188,2013-04-15,11
188,2013-04-16,17
188,2013-04-17,17
188,2013-04-18,12
188,2013-04-19,12
188,2013-04-20,11
188,2013-04-21,10
189,2012-12-01,0
189,2012-12-02,0
189,2012-12-03,0
189,2012-12-04,0
189,2012-12-05,3
189,2012-12-06,3
189,2012-12-07,0
189,2012-12-08,0
189,2012-12-09,0
189,2012-12-10,0
189,2012-12-11,9
189,2012-12-12,13
189,2012-12-13,12
189,2012-12-14,20
189,2012-12-15,16
189,2012-12-16,21
189,2012-12-17,17
189,2012-12-18,19
189,2012-12-19,19
189,2012-12-20,24
189,2012-12-21,19
189,2012-12-22,34
189,2012-12-23,34
189,2012-12-24,57
189,2012-12-25,63
189,2012-12-26,82
189,2012-12-27,102
189,2012-12-28,102
189,2012-12-29,94
189,2012-12-30,102
189,2012-12-31,98
189,2013-01-01,102
189,2013-01-02,106
189,2013-01-03,120
189,2013-01-04,131
189,2013-01-05,137
189,2013-01-06,152
189,2013-01-07,158
189,2013-01-08,173
189,2013-01-09,183
189,2013-01-10,192
189,2013-01-11,194
189,2013-01-12,212
189,2013-01-13,222
189,2013-01-14,226
189,2013-01-15,240
189,2013-01-16,246
189,2013-01-17,258
189,2013-01-18,269
189,2013-01-19,280
189,2013-01-20,293
189,2013-01-21,301
189,2013-01-22,295
189,2013-01-23,302
189,2013-01-24,295
189,2013-01-25,299
189,2013-01-26,300
189,2013-01-27,299
189,2013-01-28,303
189,2013-01-29,295
189,2013-01-30,300
189,2013-01-31,299
189,2013-02-01,282
189,2013-02-02,277
189,2013-02-03,256
189,2013-02-04,242
189,2013-02-05,230
189,2013-02-06,220
189,2013-02-07,206
189,2013-02-08,191
189,2013-02-09,177
189,2013-02-10,165
189,2013-02-11,156
189,2013-02-12,145
189,2013-02-13,133
189,2013-02-14,116
189,2013-02-15,99
189,2013-02-16,87
189,2013-02-17,107
189,2013-02-18,123
189,2013-02-19,148
189,2013-02-20,160
189,2013-02-21,182
189,2013-02-22,197
189,2013-02-23,195
189,2013-02-24,187
189,2013-02-25,191
189,2013-02-26,192
189,2013-02-27,193
189,2013-02-28,194
189,2013-03-01,190
189,2013-03-02,171
189,2013-03-03,159
189,2013-03-04,149
189,2013-03-05,143
189,2013-03-06,124
189,2013-03-07,118
189,2013-03-08,110
189,2013-03-09,95
189,2013-03-10,89
189,2013-03-11,74
189,2013-03-12,72
189,2013-03-13,63
189,2013-03-14,58
189,2013-03-15,59
189,2013-03-16,52
189,2013-03-17,45
189,2013-03-18,43
189,2013-03-19,39
189,2013-03-20,38
189,2013-03-21,35
189,2013-03-22,49
189,2013-03-23,61
189,2013-03-24,73
189,2013-03-25,81
189,2013-03-26,93
189,2013-03-27,102
189,2013-03-28,118
189,2013-03-29,131
189,2013-03-30,140
189,2013-03-31,149
189,2013-04-01,164
189,2013-04-02,175
189,2013-04-03,161
189,2013-04-04,140
189,2013-04-05,124
189,2013-04-06,112
189,2013-04-07,97
189,2013-04-08,84
189,2013-04-09,61
189,2013-04-10,53
189,2013-04-11,36
189,2013-04-12,21
189,2013-04-13,4
189,2013-04-14,0
189,2013-04-15,0
189,2013-04-16,0
189,2013-04-17,0
189,2013-04-18,0
189,2013-04-19,0
189,2013-04-20,0
189,2013-04-21,0
190,2012-12-01,6
190,2012-12-02,10
190,2012-12-03,12
190,2012-12-04,9
190,2012-12-05,24
190,2012-12-06,20
190,2012-12-07,18
190,2012-12-08,17
190,2012-12-09,12
190,2012-12-10,11
190,2012-12-11,35
190,2012-12-12,37
190,2012-12-13,33
190,2012-12-14,38
190,2012-12-15,40
190,2012-12-16,40
190,2012-12-17,46
190,2012-12-18,44
190,2012-12-19,38
190,2012-12-20,37
190,2012-12-21,42
190,2012-12-22,51
190,2012-12-23,59
190,2012-12-24,73
190,2012-12-25,84
190,2012-12-26,104
190,2012-12-27,119
190,2012-12-28,119
190,2012-12-29,122
190,2012-12-30,120
190,2012-12-31,118
190,2013-01-01,117
190,2013-01-02,132
190,2013-01-03,143
190,2013-01-04,150
190,2013-01-05,155
190,2013-01-06,167
190,2013-01-07,180
190,2013-01-08,194
190,2013-01-09,199
190,2013-01-10,213
190,2013-01-11,220
190,2013-01-12,226
190,2013-01-13,236
190,2013-01-14,246
190,2013-01-15,261
190,2013-01-16,272
190,2013-01-17,279
190,2013-01-18,287
190,2013-01-19,297
190,2013-01-20,306
190,2013-01-21,316
190,2013-01-22,323
190,2013-01-23,317
190,2013-01-24,321
190,2013-01-25,324
190,2013-01-26,324
190,2013-01-27,319
190,2013-01-28,320
190,2013-01-29,315
190,2013-01-30,317
190,2013-01-31,321
190,2013-02-01,307
190,2013-02-02,294
190,2013-02-03,280
190,2013-02-04,269
190,2013-02-05,255
190,2013-02-06,244
190,2013-02-07,233
190,2013-02-08,211
190,2013-02-09,198
190,2013-02-10,187
190,2013-02-11,181
190,2013-02-12,165
190,2013-02-13,147
190,2013-02-14,138
190,2013-02-15,121
190,2013-02-16,112
190,2013-02-17,131
190,2013-02-18,148
190,2013-02-19,168
190,2013-02-20,181
190,2013-02-21,203
190,2013-02-22,215
190,2013-02-23,207
190,2013-02-24,208
190,2013-02-25,213
190,2013-02-26,211
190,2013-02-27,215
190,2013-02-28,211
190,2013-03-01,209
190,2013-03-02,187
190,2013-03-03,176
190,2013-03-04,171
190,2013-03-05,158
190,2013-03-06,150
190,2013-03-07,141
190,2013-03-08,127
190,2013-03-09,119
190,2013-03-10,115
190,2013-03-11,99
190,2013-03-12,93
190,2013-03-13,86
190,2013-03-14,84
190,2013-03-15,82
190,2013-03-16,69
190,2013-03-17,71
190,2013-03-18,70
190,2013-03-19,63
190,2013-03-20,56
190,2013-03-21,51
190,2013-03-22,69
190,2013-03-23,82
190,2013-03-24,87
190,2013-03-25,101
190,2013-03-26,113
190,2013-03-27,121
190,2013-03-28,141
190,2013-03-29,153
190,2013-03-30,164
190,2013-03-31,174
190,2013-04-01,184
190,2013-04-02,195
190,2013-04-03,183
190,2013-04-04,166
190,2013-04-05,149
190,2013-04-06,139
190,2013-04-07,114
190,2013-04-08,105
190,2013-04-09,91
190,2013-04-10,65
190,2013-04-11,55
190,2013-04-12,37
190,2013-04-13,25
190,2013-04-14,10
190,2013-04-15,0
190,2013-04-16,0
190,2013-04-17,0
190,2013-04-18,0
190,2013-04-19,3
190,2013-04-20,1
190,2013-04-21,4
191,2012-12-01,13
191,2012-12-02,10
191,2012-12-03,11
191,2012-12-04,12
191,2012-12-05,19
191,2012-12-06,26
191,2012-12-07,26
191,2012-12-08,14
191,2012-12-09,13
191,2012-12-10,9
191,2012-12-11,33
191,2012-12-12,35
191,2012-12-13,31
191,2012-12-14,33
191,2012-12-15,41
191,2012-12-16,37
191,2012-12-17,44
191,2012-12-18,44
191,2012-12-19,43
191,2012-12-20,41
191,2012-12-21,47
191,2012-12-22,51
191,2012-12-23,56
191,2012-12-24,80
191,2012-12-25,86
191,2012-12-26,100
191,2012-12-27,125
191,2012-12-28,118
191,2012-12-29,115
191,2012-12-30,115
191,2012-12-31,117
191,2013-01-01,117
191,2013-01-02,130
191,2013-01-03,140
191,2013-01-04,153
191,2013-01-05,163
191,2013-01-06,173
191,2013-01-07,177
191,2013-01-08,192
191,2013-01-09,203
191,2013-01-10,212
191,2013-01-11,220
191,2013-01-12,228
191,2013-01-13,243
191,2013-01-14,248
191,2013-01-15,264
191,2013-01-16,273
191,2013-01-17,277
191,2013-01-18,294
191,2013-01-19,299
191,2013-01-20,309
191,2013-01-21,323
191,2013-01-22,317
191,2013-01-23,318
191,2013-01-24,320
191,2013-01-25,323
191,2013-01-26,315
191,2013-01-27,318
191,2013-01-28,317
191,2013-01-29,325
191,2013-01-30,320
191,2013-01-31,316
191,2013-02-01,305
191,2013-02-02,299
191,2013-02-03,285
191,2013-02-04,265
191,2013-02-05,255
191,2013-02-06,240
191,2013-02-07,224
191,2013-02-08,220
191,2013-02-09,202
191,2013-02-10,195
191,2013-02-11,181
191,2013-02-12,161
191,2013-02-13,151
191,2013-02-14,134
191,2013-02-15,120
191,2013-02-16,107
191,2013-02-17,133
191,2013-02-18,151
191,2013-02-19,168
191,2013-02-20,181
191,2013-02-21,205
191,2013-02-22,221
191,2013-02-23,211
191,2013-02-24,214
191,2013-02-25,209
191,2013-02-26,214
191,2013-02-27,211
191,2013-02-28,211
191,2013-03-01,211
191,2013-03-02,190
191,2013-03-03,181
191,2013-03-04,172
191,2013-03-05,164
191,2013-03-06,148
191,2013-03-07,135
191,2013-03-08,132
191,2013-03-09,116
191,2013-03-10,108
191,2013-03-11,95
191,2013-03-12,92
191,2013-03-13,82
191,2013-03-14,82
191,2013-03-15,78
191,2013-03-16,73
191,2013-03-17,70
191,2013-03-18,71
191,2013-03-19,59
191,2013-03-20,54
191,2013-03-21,53
191,2013-03-22,71
191,2013-03-23,78
191,2013-03-24,89
191,2013-03-25,101
191,2013-03-26,112
191,2013-03-27,124
191,2013-03-28,134
191,2013-03-29,149
191,2013-03-30,160
191,2013-03-31,175
191,2013-04-01,181
191,2013-04-02,197
191,2013-04-03,181
191,2013-04-04,161
191,2013-04-05,150
191,2013-04-06,131
191,2013-04-07,122
191,2013-04-08,100
191,2013-04-09,83
191,2013-04-10,65
191,2013-04-11,53
191,2013-04-12,37
191,2013-04-13,20
191,2013-04-14,9
191,2013-04-15,0
191,2013-04-16,0
191,2013-04-17,0
191,2013-04-18,5
191,2013-04-19,4
191,2013-04-20,0
191,2013-04-21,1
192,2012-12-01,14
192,2012-12-02,12
192,2012-12-03,13
192,2012-12-04,9
192,2012-12-05,25
192,2012-12-06,20
192,2012-12-07,27
192,2012-12-08,16
192,2012-12-09,12
192,2012-12-10,17
192,2012-12-11,31
192,2012-12-12,33
192,2012-12-13,35
192,2012-12-14,44
192,2012-12-15,44
192,2012-12-16,41
192,2012-12-17,41
192,2012-12-18,48
192,2012-12-19,48
192,2012-12-20,46
192,2012-12-21,48
192,2012-12-22,61
192,2012-12-23,57
192,2012-12-24,76
192,2012-12-25,91
192,2012-12-26,97
192,2012-12-27,121
192,2012-12-28,125
192,2012-12-29,121
192,2012-12-30,119
192,2012-12-31,126
192,2013-01-01,121
192,2013-01-02,133
192,2013-01-03,138
192,2013-01-04,148
192,2013-01-05,163
192,2013-01-06,167
192,2013-01-07,183
192,2013-01-08,194
192,2013-01-09,198
192,2013-01-10,211
192,2013-01-11,223
192,2013-01-12,227
192,2013-01-13,241
192,2013-01-14,250
192,2013-01-15,263
192,2013-01-16,277
192,2013-01-17,281
192,2013-01-18,295
192,2013-01-19,297
192,2013-01-20,309
192,2013-01-21,322
192,2013-01-22,320
192,2013-01-23,320
192,2013-01-24,322
192,2013-01-25,319
192,2013-01-26,321
192,2013-01-27,318
192,2013-01-28,321
192,2013-01-29,320
192,2013-01-30,320
192,2013-01-31,320
192,2013-02-01,305
192,2013-02-02,301
192,2013-02-03,280
192,2013-02-04,274
192,2013-02-05,257
192,2013-02-06,247
192,2013-02-07,228
192,2013-02-08,215
192,2013-02-09,207
192,2013-02-10,189
192,2013-02-11,177
192,2013-02-12,161
192,2013-02-13,154
192,2013-02-14,141
192,2013-02-15,126
192,2013-02-16,117
192,2013-02-17,128
192,2013-02-18,153
192,2013-02-19,165
192,2013-02-20,184
192,2013-02-21,203
192,2013-02-22,225
192,2013-02-23,216
192,2013-02-24,218
192,2013-02-25,214
192,2013-02-26,218
192,2013-02-27,212
192,2013-02-28,218
192,2013-03-01,217
192,2013-03-02,196
192,2013-03-03,179
192,2013-03-04,174
192,2013-03-05,166
192,2013-03-06,148
192,2013-03-07,142
192,2013-03-08,135
192,2013-03-09,126
192,2013-03-10,108
192,2013-03-11,98
192,2013-03-12,89
192,2013-03-13,89
192,2013-03-14,86
192,2013-03-15,83
192,2013-03-16,79
192,2013-03-17,70
192,2013-03-18,72
192,2013-03-19,61
192,2013-03-20,64
192,2013-03-21,58
192,2013-03-22,63
192,2013-03-23,78
192,2013-03-24,92
192,2013-03-25,108
192,2013-03-26,117
192,2013-03-27,129
192,2013-03-28,137
192,2013-03-29,155
192,2013-03-30,159
192,2013-03-31,174
192,2013-04-01,190
192,2013-04-02,204
192,2013-04-03,186
192,2013-04-04,169
192,2013-04-05,154
192,2013-04-06,131
192,2013-04-07,118
192,2013-04-08,105
192,2013-04-09,90
192,2013-04-10,74
192,2013-04-11,56
192,2013-04-12,44
192,2013-04-13,20
192,2013-04-14,4
192,2013-04-15,2
192,2013-04-16,6
192,2013-04-17,7
192,2013-04-18,1
192,2013-04-19,2
192,2013-04-20,1
192,2013-04-21,1
193,2012-12-01,5
193,2012-12-02,7
193,2012-12-03,1
193,2012-12-04,7
193,2012-12-05,19
193,2012-12-06,12
193,2012-12-07,16
193,2012-12-08,12
193,2012-12-09,4
193,2012-12-10,5
193,2012-12-11,27
193,2012-12-12,24
193,2012-12-13,31
193,2012-12-14,36
193,2012-12-15,32
193,2012-12-16,38
193,2012-12-17,34
193,2012-12-18,35
193,2012-12-19,36
193,2012-12-20,35
193,2012-12-21,32
193,2012-12-22,46
193,2012-12-23,53
193,2012-12-24,68
193,2012-12-25,79
193,2012-12-26,90
193,2012-12-27,116
193,2012-12-28,112
193,2012-12-29,118
193,2012-12-30,115
193,2012-12-31,113
193,2013-01-01,114
193,2013-01-02,123
